date,open,high,low,close,volume,amount,code,name,industry,daily_return,is_extreme,hs300_close,cpi_yoy,m2_yoy
2020-01-02,58.8,60.18,58.59,59.83,29869344.0,864350754.0,002142,宁波银行,银行,,False,4172.656,4.5,
2020-01-02,58.8,60.18,58.59,59.83,29869344.0,864350754.0,002142,宁波银行,银行,,False,4172.656,4.5,
2020-01-02,58.8,60.18,58.59,59.83,29869344.0,864350754.0,002142,宁波银行,银行,,False,4172.656,4.5,8.7
2020-01-03,59.68,60.14,59.07,60.03,17278899.0,502067850.0,002142,宁波银行,银行,0.0033428046130703493,False,4164.299,4.5,8.7
2020-01-03,59.68,60.14,59.07,60.03,17278899.0,502067850.0,002142,宁波银行,银行,0.0033428046130703493,False,4164.299,4.5,8.7
2020-01-03,59.68,60.14,59.07,60.03,17278899.0,502067850.0,002142,宁波银行,银行,0.0033428046130703493,False,4164.299,4.5,8.7
2020-01-06,59.62,61.16,59.37,60.18,15150493.0,444011931.0,002142,宁波银行,银行,0.002498750624687629,False,4170.638,4.5,8.7
2020-01-06,59.62,61.16,59.37,60.18,15150493.0,444011931.0,002142,宁波银行,银行,0.002498750624687629,False,4170.638,4.5,8.7
2020-01-06,59.62,61.16,59.37,60.18,15150493.0,444011931.0,002142,宁波银行,银行,0.002498750624687629,False,4170.638,4.5,8.7
2020-01-07,60.36,61.18,60.03,60.46,12358694.0,364420701.0,002142,宁波银行,银行,0.004652708541043493,False,4161.25,4.5,8.7
2020-01-07,60.36,61.18,60.03,60.46,12358694.0,364420701.0,002142,宁波银行,银行,0.004652708541043493,False,4161.25,4.5,8.7
2020-01-07,60.36,61.18,60.03,60.46,12358694.0,364420701.0,002142,宁波银行,银行,0.004652708541043493,False,4161.25,4.5,8.7
2020-01-08,59.95,60.16,59.11,59.42,12712674.0,367269840.0,002142,宁波银行,银行,-0.017201455507773744,False,4149.813,4.5,8.7
2020-01-08,59.95,60.16,59.11,59.42,12712674.0,367269840.0,002142,宁波银行,银行,-0.017201455507773744,False,4149.813,4.5,8.7
2020-01-08,59.95,60.16,59.11,59.42,12712674.0,367269840.0,002142,宁波银行,银行,-0.017201455507773744,False,4149.813,4.5,8.7
2020-01-09,59.72,60.79,59.72,60.65,14367388.0,422920949.0,002142,宁波银行,银行,0.02070010097610231,False,4165.657,4.5,8.7
2020-01-09,59.72,60.79,59.72,60.65,14367388.0,422920949.0,002142,宁波银行,银行,0.02070010097610231,False,4165.657,4.5,8.7
2020-01-09,59.72,60.79,59.72,60.65,14367388.0,422920949.0,002142,宁波银行,银行,0.02070010097610231,False,4165.657,4.5,8.7
2020-01-10,60.61,60.77,59.72,59.95,11164603.0,326359154.0,002142,宁波银行,银行,-0.01154163231657046,False,4180.977,4.5,8.7
2020-01-10,60.61,60.77,59.72,59.95,11164603.0,326359154.0,002142,宁波银行,银行,-0.01154163231657046,False,4180.977,4.5,8.7
2020-01-10,60.61,60.77,59.72,59.95,11164603.0,326359154.0,002142,宁波银行,银行,-0.01154163231657046,False,4180.977,4.5,8.7
2020-01-13,59.91,60.14,58.43,59.62,23975808.0,688898482.0,002142,宁波银行,银行,-0.005504587155963359,False,4203.988,4.5,8.7
2020-01-13,59.91,60.14,58.43,59.62,23975808.0,688898482.0,002142,宁波银行,银行,-0.005504587155963359,False,4203.988,4.5,8.7
2020-01-13,59.91,60.14,58.43,59.62,23975808.0,688898482.0,002142,宁波银行,银行,-0.005504587155963359,False,4203.988,4.5,8.7
2020-01-14,59.52,59.95,58.49,58.57,22160156.0,636227979.0,002142,宁波银行,银行,-0.017611539751761107,False,4223.508,4.5,8.7
2020-01-14,59.52,59.95,58.49,58.57,22160156.0,636227979.0,002142,宁波银行,银行,-0.017611539751761107,False,4223.508,4.5,8.7
2020-01-14,59.52,59.95,58.49,58.57,22160156.0,636227979.0,002142,宁波银行,银行,-0.017611539751761107,False,4223.508,4.5,8.7
2020-01-15,58.78,58.88,57.73,58.08,18298178.0,516845776.0,002142,宁波银行,银行,-0.008366057708724672,False,4193.869000000001,4.5,8.7
2020-01-15,58.78,58.88,57.73,58.08,18298178.0,516845776.0,002142,宁波银行,银行,-0.008366057708724672,False,4193.869000000001,4.5,8.7
2020-01-15,58.78,58.88,57.73,58.08,18298178.0,516845776.0,002142,宁波银行,银行,-0.008366057708724672,False,4193.869000000001,4.5,8.7
2020-01-16,58.24,58.8,57.83,58.39,18336120.0,519452073.0,002142,宁波银行,银行,0.005337465564738242,False,4175.294,4.5,8.7
2020-01-16,58.24,58.8,57.83,58.39,18336120.0,519452073.0,002142,宁波银行,银行,0.005337465564738242,False,4175.294,4.5,8.7
2020-01-16,58.24,58.8,57.83,58.39,18336120.0,519452073.0,002142,宁波银行,银行,0.005337465564738242,False,4175.294,4.5,8.7
2020-01-17,58.65,58.72,57.61,57.87,15583876.0,440070010.0,002142,宁波银行,银行,-0.008905634526460093,False,4177.028,4.5,8.7
2020-01-17,58.65,58.72,57.61,57.87,15583876.0,440070010.0,002142,宁波银行,银行,-0.008905634526460093,False,4177.028,4.5,8.7
2020-01-17,58.65,58.72,57.61,57.87,15583876.0,440070010.0,002142,宁波银行,银行,-0.008905634526460093,False,4177.028,4.5,8.7
2020-01-20,58.04,58.28,57.63,58.06,16238924.0,457205717.0,002142,宁波银行,银行,0.003283221012614579,False,4185.963,4.5,8.7
2020-01-20,58.04,58.28,57.63,58.06,16238924.0,457205717.0,002142,宁波银行,银行,0.003283221012614579,False,4185.963,4.5,8.7
2020-01-20,58.04,58.28,57.63,58.06,16238924.0,457205717.0,002142,宁波银行,银行,0.003283221012614579,False,4185.963,4.5,8.7
2020-01-21,57.77,57.85,56.93,57.24,15596999.0,434597502.0,002142,宁波银行,银行,-0.014123320702721376,False,4165.02,4.5,8.7
2020-01-21,57.77,57.85,56.93,57.24,15596999.0,434597502.0,002142,宁波银行,银行,-0.014123320702721376,False,4165.02,4.5,8.7
2020-01-21,57.77,57.85,56.93,57.24,15596999.0,434597502.0,002142,宁波银行,银行,-0.014123320702721376,False,4165.02,4.5,8.7
2020-01-22,56.87,57.52,56.15,57.03,19751062.0,545849458.0,002142,宁波银行,银行,-0.0036687631027253476,False,4141.177,4.5,8.7
2020-01-22,56.87,57.52,56.15,57.03,19751062.0,545849458.0,002142,宁波银行,银行,-0.0036687631027253476,False,4141.177,4.5,8.7
2020-01-22,56.87,57.52,56.15,57.03,19751062.0,545849458.0,002142,宁波银行,银行,-0.0036687631027253476,False,4141.177,4.5,8.7
2020-01-23,56.8,56.91,54.73,55.37,23061235.0,623693520.0,002142,宁波银行,银行,-0.029107487287392653,False,4103.524,4.5,8.7
2020-01-23,56.8,56.91,54.73,55.37,23061235.0,623693520.0,002142,宁波银行,银行,-0.029107487287392653,False,4103.524,4.5,8.7
2020-01-23,56.8,56.91,54.73,55.37,23061235.0,623693520.0,002142,宁波银行,银行,-0.029107487287392653,False,4103.524,4.5,8.7
2020-02-03,49.88,54.03,49.88,52.43,41284701.0,1043177368.0,002142,宁波银行,银行,-0.053097345132743334,False,3732.157,5.4,8.7
2020-02-03,49.88,54.03,49.88,52.43,41284701.0,1043177368.0,002142,宁波银行,银行,-0.053097345132743334,False,3732.157,5.4,0.0
2020-02-03,49.88,54.03,49.88,52.43,41284701.0,1043177368.0,002142,宁波银行,银行,-0.053097345132743334,False,3732.157,5.4,0.0
2020-02-03,49.88,54.03,49.88,52.43,41284701.0,1043177368.0,002142,宁波银行,银行,-0.053097345132743334,False,3732.157,5.4,0.0
2020-02-03,49.88,54.03,49.88,52.43,41284701.0,1043177368.0,002142,宁波银行,银行,-0.053097345132743334,False,3732.157,5.4,8.4
2020-02-04,53.04,55.02,53.04,54.73,30200346.0,794352795.0,002142,宁波银行,银行,0.04386801449551769,False,3786.863,5.4,8.4
2020-02-04,53.04,55.02,53.04,54.73,30200346.0,794352795.0,002142,宁波银行,银行,0.04386801449551769,False,3786.863,5.4,0.0
2020-02-04,53.04,55.02,53.04,54.73,30200346.0,794352795.0,002142,宁波银行,银行,0.04386801449551769,False,3786.863,5.4,0.0
2020-02-04,53.04,55.02,53.04,54.73,30200346.0,794352795.0,002142,宁波银行,银行,0.04386801449551769,False,3786.863,5.4,0.0
2020-02-04,53.04,55.02,53.04,54.73,30200346.0,794352795.0,002142,宁波银行,银行,0.04386801449551769,False,3786.863,5.4,8.4
2020-02-05,54.44,54.56,52.59,53.39,42994672.0,1118702435.0,002142,宁波银行,银行,-0.02448382970948282,False,3866.011,5.4,8.4
2020-02-05,54.44,54.56,52.59,53.39,42994672.0,1118702435.0,002142,宁波银行,银行,-0.02448382970948282,False,3866.011,5.4,0.0
2020-02-05,54.44,54.56,52.59,53.39,42994672.0,1118702435.0,002142,宁波银行,银行,-0.02448382970948282,False,3866.011,5.4,0.0
2020-02-05,54.44,54.56,52.59,53.39,42994672.0,1118702435.0,002142,宁波银行,银行,-0.02448382970948282,False,3866.011,5.4,0.0
2020-02-05,54.44,54.56,52.59,53.39,42994672.0,1118702435.0,002142,宁波银行,银行,-0.02448382970948282,False,3866.011,5.4,8.4
2020-02-06,53.41,53.41,52.38,53.15,33612537.0,863308554.0,002142,宁波银行,银行,-0.004495223824686256,False,3914.915,5.4,8.4
2020-02-06,53.41,53.41,52.38,53.15,33612537.0,863308554.0,002142,宁波银行,银行,-0.004495223824686256,False,3914.915,5.4,0.0
2020-02-06,53.41,53.41,52.38,53.15,33612537.0,863308554.0,002142,宁波银行,银行,-0.004495223824686256,False,3914.915,5.4,0.0
