date,open,high,low,close,volume,amount,code,name,industry,daily_return,is_extreme,hs300_close,cpi_yoy,m2_yoy
2020-01-02,606.16,608.54,597.15,602.59,101425488.0,3592989150.0,000063,中兴通讯,通讯,,False,4172.656,4.5,
2020-01-02,606.16,608.54,597.15,602.59,101425488.0,3592989150.0,000063,中兴通讯,通讯,,False,4172.656,4.5,
2020-01-02,606.16,608.54,597.15,602.59,101425488.0,3592989150.0,000063,中兴通讯,通讯,,False,4172.656,4.5,8.7
2020-01-03,623.67,641.85,615.34,621.29,179084129.0,6617433903.0,000063,中兴通讯,通讯,0.031032708806983056,False,4164.299,4.5,8.7
2020-01-03,623.67,641.85,615.34,621.29,179084129.0,6617433903.0,000063,中兴通讯,通讯,0.031032708806983056,False,4164.299,4.5,8.7
2020-01-03,623.67,641.85,615.34,621.29,179084129.0,6617433903.0,000063,中兴通讯,通讯,0.031032708806983056,False,4164.299,4.5,8.7
2020-01-06,612.79,631.83,610.24,623.84,113853756.0,4180052105.0,000063,中兴通讯,通讯,0.0041043635017463664,False,4170.638,4.5,8.7
2020-01-06,612.79,631.83,610.24,623.84,113853756.0,4180052105.0,000063,中兴通讯,通讯,0.0041043635017463664,False,4170.638,4.5,8.7
2020-01-06,612.79,631.83,610.24,623.84,113853756.0,4180052105.0,000063,中兴通讯,通讯,0.0041043635017463664,False,4170.638,4.5,8.7
2020-01-07,623.84,627.24,613.13,622.14,82303154.0,3001279953.0,000063,中兴通讯,通讯,-0.0027250577071044058,False,4161.25,4.5,8.7
2020-01-07,623.84,627.24,613.13,622.14,82303154.0,3001279953.0,000063,中兴通讯,通讯,-0.0027250577071044058,False,4161.25,4.5,8.7
2020-01-07,623.84,627.24,613.13,622.14,82303154.0,3001279953.0,000063,中兴通讯,通讯,-0.0027250577071044058,False,4161.25,4.5,8.7
2020-01-08,617.55,626.9,606.16,607.01,82053043.0,2970790426.0,000063,中兴通讯,通讯,-0.024319285048381434,False,4149.813,4.5,8.7
2020-01-08,617.55,626.9,606.16,607.01,82053043.0,2970790426.0,000063,中兴通讯,通讯,-0.024319285048381434,False,4149.813,4.5,8.7
2020-01-08,617.55,626.9,606.16,607.01,82053043.0,2970790426.0,000063,中兴通讯,通讯,-0.024319285048381434,False,4149.813,4.5,8.7
2020-01-09,617.38,635.06,617.38,629.28,97329703.0,3594667710.0,000063,中兴通讯,通讯,0.03668802820381867,False,4165.657,4.5,8.7
2020-01-09,617.38,635.06,617.38,629.28,97329703.0,3594667710.0,000063,中兴通讯,通讯,0.03668802820381867,False,4165.657,4.5,8.7
2020-01-09,617.38,635.06,617.38,629.28,97329703.0,3594667710.0,000063,中兴通讯,通讯,0.03668802820381867,False,4165.657,4.5,8.7
2020-01-10,633.19,652.39,629.28,635.06,101287510.0,3811908454.0,000063,中兴通讯,通讯,0.009185100432240079,False,4180.977,4.5,8.7
2020-01-10,633.19,652.39,629.28,635.06,101287510.0,3811908454.0,000063,中兴通讯,通讯,0.009185100432240079,False,4180.977,4.5,8.7
2020-01-10,633.19,652.39,629.28,635.06,101287510.0,3811908454.0,000063,中兴通讯,通讯,0.009185100432240079,False,4180.977,4.5,8.7
2020-01-13,640.49,645.25,632.0,645.25,80588354.0,3032049774.0,000063,中兴通讯,通讯,0.016045727962712197,False,4203.988,4.5,8.7
2020-01-13,640.49,645.25,632.0,645.25,80588354.0,3032049774.0,000063,中兴通讯,通讯,0.016045727962712197,False,4203.988,4.5,8.7
2020-01-13,640.49,645.25,632.0,645.25,80588354.0,3032049774.0,000063,中兴通讯,通讯,0.016045727962712197,False,4203.988,4.5,8.7
2020-01-14,644.06,644.23,622.82,624.01,111581615.0,4143449032.0,000063,中兴通讯,通讯,-0.032917473847346,False,4223.508,4.5,8.7
2020-01-14,644.06,644.23,622.82,624.01,111581615.0,4143449032.0,000063,中兴通讯,通讯,-0.032917473847346,False,4223.508,4.5,8.7
2020-01-14,644.06,644.23,622.82,624.01,111581615.0,4143449032.0,000063,中兴通讯,通讯,-0.032917473847346,False,4223.508,4.5,8.7
2020-01-15,620.44,630.3,613.81,627.58,78088259.0,2856797074.0,000063,中兴通讯,通讯,0.0057210621624654845,False,4193.869000000001,4.5,8.7
2020-01-15,620.44,630.3,613.81,627.58,78088259.0,2856797074.0,000063,中兴通讯,通讯,0.0057210621624654845,False,4193.869000000001,4.5,8.7
2020-01-15,620.44,630.3,613.81,627.58,78088259.0,2856797074.0,000063,中兴通讯,通讯,0.0057210621624654845,False,4193.869000000001,4.5,8.7
2020-01-16,634.55,652.9,633.87,635.91,103244359.0,3906202607.0,000063,中兴通讯,通讯,0.013273208196564523,False,4175.294,4.5,8.7
2020-01-16,634.55,652.9,633.87,635.91,103244359.0,3906202607.0,000063,中兴通讯,通讯,0.013273208196564523,False,4175.294,4.5,8.7
2020-01-16,634.55,652.9,633.87,635.91,103244359.0,3906202607.0,000063,中兴通讯,通讯,0.013273208196564523,False,4175.294,4.5,8.7
