date,open,high,low,close,volume,amount,code,name,industry,daily_return,is_extreme,hs300_close,cpi_yoy,m2_yoy
2020-01-02,48.6,49.4,48.42,49.09,15934570.0,765516493.0,002594,比亚迪,汽车,,False,4172.656,4.5,
2020-01-02,48.6,49.4,48.42,49.09,15934570.0,765516493.0,002594,比亚迪,汽车,,False,4172.656,4.5,
2020-01-02,48.6,49.4,48.42,49.09,15934570.0,765516493.0,002594,比亚迪,汽车,,False,4172.656,4.5,8.7
2020-01-03,49.12,49.93,48.59,48.96,12993607.0,628361961.0,002594,比亚迪,汽车,-0.0026481971888369094,False,4164.299,4.5,8.7
2020-01-03,49.12,49.93,48.59,48.96,12993607.0,628361961.0,002594,比亚迪,汽车,-0.0026481971888369094,False,4164.299,4.5,8.7
2020-01-03,49.12,49.93,48.59,48.96,12993607.0,628361961.0,002594,比亚迪,汽车,-0.0026481971888369094,False,4164.299,4.5,8.7
2020-01-06,48.3,50.13,48.09,49.2,16987138.0,822172473.0,002594,比亚迪,汽车,0.004901960784313708,False,4170.638,4.5,8.7
2020-01-06,48.3,50.13,48.09,49.2,16987138.0,822172473.0,002594,比亚迪,汽车,0.004901960784313708,False,4170.638,4.5,8.7
2020-01-06,48.3,50.13,48.09,49.2,16987138.0,822172473.0,002594,比亚迪,汽车,0.004901960784313708,False,4170.638,4.5,8.7
2020-01-07,49.24,49.43,48.68,48.97,9340058.0,449013436.0,002594,比亚迪,汽车,-0.004674796747967558,False,4161.25,4.5,8.7
2020-01-07,49.24,49.43,48.68,48.97,9340058.0,449013436.0,002594,比亚迪,汽车,-0.004674796747967558,False,4161.25,4.5,8.7
2020-01-07,49.24,49.43,48.68,48.97,9340058.0,449013436.0,002594,比亚迪,汽车,-0.004674796747967558,False,4161.25,4.5,8.7
2020-01-08,48.46,49.28,48.05,48.19,11097445.0,529249404.0,002594,比亚迪,汽车,-0.0159281192566878,False,4149.813,4.5,8.7
2020-01-08,48.46,49.28,48.05,48.19,11097445.0,529249404.0,002594,比亚迪,汽车,-0.0159281192566878,False,4149.813,4.5,8.7
2020-01-08,48.46,49.28,48.05,48.19,11097445.0,529249404.0,002594,比亚迪,汽车,-0.0159281192566878,False,4149.813,4.5,8.7
2020-01-09,48.66,49.12,48.29,48.56,8921700.0,425352463.0,002594,比亚迪,汽车,0.007677941481635253,False,4165.657,4.5,8.7
2020-01-09,48.66,49.12,48.29,48.56,8921700.0,425352463.0,002594,比亚迪,汽车,0.007677941481635253,False,4165.657,4.5,8.7
